amount,oldbalanceOrg,newbalanceOrig,oldbalanceDest,newbalanceDest,isFraud,type_CASH_OUT,type_DEBIT,type_PAYMENT,type_TRANSFER
126357.23,21935,0,564654.83,691012.06,0,1,0,0,0
301530.8,0,0,316695.07,618225.87,0,1,0,0,0
14328.23,601,0,0,0,0,0,0,1,0
883.83,0,0,0,0,0,0,0,1,0
3062.88,0,0,0,0,0,0,0,1,0
13223.93,0,0,0,0,0,0,0,1,0
208054.7,0,0,587019.14,795073.84,0,1,0,0,0
362872.71,19991,0,129429.27,492301.98,0,1,0,0,0
209533.42,0,0,2985735.06,3195268.48,0,1,0,0,0
380637.8,12215,0,437676.82,818314.62,0,1,0,0,0
15110.35,0,0,0,0,0,0,0,1,0
4069.34,24643,20573.66,0,0,0,0,0,1,0
112022.36,4796838.47,4908860.83,1065390.6,953368.24,0,0,0,0,0
23528.52,0,0,0,0,0,0,0,1,0
41372.53,6653395.63,6694768.16,281067.75,239695.22,0,0,0,0,0
10945.58,0,0,0,0,0,0,0,1,0
133513.81,51109,0,360163.12,493676.93,0,1,0,0,0
203627.16,0,0,771761.73,665127.27,0,0,0,0,1
192363.91,77887,0,1178986.3,1371350.21,0,1,0,0,0
252821.34,0,0,708378.89,961200.23,0,0,0,0,1
7011.48,0,0,0,0,0,0,0,1,0
178498.31,0,0,15411364.83,15589863.14,0,0,0,0,1
32451.61,0,0,195448.57,18956.99,0,1,0,0,0
18939.68,60915,41975.32,0,0,0,0,0,1,0
29478.49,7633842.19,7663320.68,298775.6,269297.11,0,0,0,0,0
93462.54,0,0,1224534.61,1317997.15,0,1,0,0,0
571770.81,0,0,798036.77,1369807.58,0,1,0,0,0
161203.44,918361.36,1079564.8,2175954.32,2014750.89,0,0,0,0,0
138342.68,6779680.77,6918023.44,977686.44,1556163.27,0,0,0,0,0
16.22,0,0,0,0,0,0,0,1,0
2732.3,0,0,0,0,0,0,0,1,0
218.88,219925.52,219706.63,0,0,0,0,0,1,0
3236.92,0,0,0,0,0,0,0,1,0
1184691.04,0,0,1744853.4,3177246.4,0,0,0,0,1
5297.18,254980.74,249683.56,0,0,0,0,0,1,0
48505.01,6463024.78,6511529.79,258047.45,209542.45,0,0,0,0,0
97115.36,0,0,658553.44,755668.79,0,1,0,0,0
59962.26,10439988.41,10499950.67,159330.69,99368.43,0,0,0,0,0
618816.72,12085,0,10089604.29,10708421.01,0,0,0,0,1
3939.25,99543,95603.75,0,0,0,0,0,1,0
11956.6,0,0,0,0,0,0,0,1,0
236779.34,22006,0,0,462841.54,0,1,0,0,0
20221.63,0,0,0,0,0,0,0,1,0
16740.02,198549,181808.98,1042915.65,1059655.67,0,1,0,0,0
17284.43,158174.04,140889.61,0,0,0,0,0,1,0
548904.9,0,0,14709292.77,15258197.68,0,1,0,0,0
92695.71,541,0,2063633.76,2156329.48,0,1,0,0,0
5858.36,0,0,0,0,0,0,0,1,0
18902.25,248,19150.25,0,0,0,0,0,0,0
95296.86,28984,0,0,95296.86,0,1,0,0,0
483592.36,0,0,511214.18,1381103.19,0,1,0,0,0
307966.14,0,0,714663.13,1022629.27,0,1,0,0,0
181,181,0,0,0,1,0,0,0,1
181,181,0,21182,0,1,1,0,0,0
2806,2806,0,0,0,1,0,0,0,1
2806,2806,0,26202,0,1,1,0,0,0
20128,20128,0,0,0,1,0,0,0,1
20128,20128,0,6268,12145.85,1,1,0,0,0
416001.33,0,0,102,9291619.62,1,1,0,0,0
1277212.77,1277212.77,0,0,0,1,0,0,0,1
1277212.77,1277212.77,0,0,2444985.19,1,1,0,0,0
35063.63,35063.63,0,0,0,1,0,0,0,1
35063.63,35063.63,0,31140,7550.03,1,1,0,0,0
25071.46,25071.46,0,0,0,1,0,0,0,1
25071.46,25071.46,0,9083.76,34155.22,1,1,0,0,0
132842.64,4499.08,0,0,132842.64,1,1,0,0,0
235238.66,235238.66,0,0,0,1,0,0,0,1
235238.66,235238.66,0,0,235238.66,1,1,0,0,0
1096187.24,1096187.24,0,0,0,1,0,0,0,1
1096187.24,1096187.24,0,0,1096187.24,1,1,0,0,0
963532.14,963532.14,0,0,0,1,0,0,0,1
963532.14,963532.14,0,132382.57,1095914.71,1,1,0,0,0
14949.84,14949.84,0,0,0,1,0,0,0,1
14949.84,14949.84,0,18161.79,33111.63,1,1,0,0,0
18627.02,18627.02,0,0,0,1,0,0,0,1
18627.02,18627.02,0,147251.58,165878.6,1,1,0,0,0
10539.37,10539.37,0,0,0,1,0,0,0,1
10539.37,10539.37,0,0,10539.37,1,1,0,0,0
22877,22877,0,0,0,1,0,0,0,1
22877,22877,0,0,22877,1,1,0,0,0
10000000,12930418.44,2930418.44,0,0,1,0,0,0,1
10000000,10000000,0,0,9941904.21,1,1,0,0,0
2930418.44,2930418.44,0,0,0,1,0,0,0,1
2930418.44,2930418.44,0,3616012.1,6963508.84,1,1,0,0,0
169941.73,169941.73,0,0,0,1,0,0,0,1
169941.73,169941.73,0,0,169941.73,1,1,0,0,0
13707.11,13707.11,0,0,0,1,0,0,0,1
13707.11,13707.11,0,0,13707.11,1,1,0,0,0
86070.17,86070.17,0,0,0,1,0,0,0,1
86070.17,86070.17,0,0,86070.17,1,1,0,0,0
120074.73,120074.73,0,0,0,1,0,0,0,1
120074.73,120074.73,0,0,120074.73,1,1,0,0,0
60726.57,60726.57,0,0,0,1,0,0,0,1
60726.57,60726.57,0,13010502.78,13071229.35,1,1,0,0,0
10119.47,10119.47,0,0,0,1,0,0,0,1
10119.47,10119.47,0,0,10119.47,1,1,0,0,0
33332.86,33332.86,0,0,0,1,0,0,0,1
33332.86,33332.86,0,31002,0,1,1,0,0,0
25975.86,25975.86,0,0,0,1,0,0,0,1
25975.86,25975.86,0,98152,28041.27,1,1,0,0,0
26768.5,26768.5,0,0,0,1,0,0,0,1
26768.5,26768.5,0,101976,128744.5,1,1,0,0,0
30521.02,30521.02,0,0,0,1,0,0,0,1
30521.02,30521.02,0,0,30521.02,1,1,0,0,0
216422,216422,0,0,0,1,0,0,0,1
216422,216422,0,10097,48630.5,1,1,0,0,0
17320.91,17320.91,0,0,0,1,0,0,0,1
17320.91,17320.91,0,6244.44,0,1,1,0,0,0
17246,17246,0,0,101717.84,1,0,0,0,1
17246,17246,0,0,17246,1,1,0,0,0
10565,10565,0,0,0,1,0,0,0,1
10565,10565,0,36275,24380.72,1,1,0,0,0
10224,10224,0,0,0,1,0,0,0,1
10224,10224,0,0,10224,1,1,0,0,0
85354.69,85354.69,0,0,0,1,0,0,0,1
85354.69,85354.69,0,11170,10612.55,1,1,0,0,0
13704,13704,0,0,1658746.09,1,0,0,0,1
13704,13704,0,3382.84,143675.35,1,1,0,0,0
262434.54,262434.54,0,0,0,1,0,0,0,1
262434.54,262434.54,0,19525.79,438233.86,1,1,0,0,0
21729,21729,0,0,0,1,0,0,0,1
21729,21729,0,27335,0,1,1,0,0,0
5460002.91,5460002.91,0,0,0,1,0,0,0,1
5460002.91,5460002.91,0,0,9281535.44,1,1,0,0,0
164,164,0,0,0,1,0,0,0,1
164,164,0,4068,0,1,1,0,0,0
21571,21571,0,0,0,1,0,0,0,1
21571,21571,0,30797.41,71140.3,1,1,0,0,0
441445.58,441445.58,0,0,0,1,0,0,0,1
441445.58,441445.58,0,98993.5,0,1,1,0,0,0
181728.11,0,0,11397,184477.77,1,1,0,0,0
222,222,0,0,267095.19,1,0,0,0,1
222,222,0,24708,171647.35,1,1,0,0,0
1996.17,1996.17,0,0,0,1,0,0,0,1
1996.17,1996.17,0,2559.74,4555.92,1,1,0,0,0
1078013.76,0,0,0,970749.68,1,0,0,0,1
89631.24,89631.24,0,0,0,1,0,0,0,1
89631.24,89631.24,0,21175,0,1,1,0,0,0
29707.86,29707.86,0,0,0,1,0,0,0,1
29707.86,29707.86,0,10935,0,1,1,0,0,0
43092,43092,0,0,0,1,0,0,0,1
43092,43092,0,660641.74,1158662.9,1,1,0,0,0
556218.01,556218.01,0,0,0,1,0,0,0,1
556218.01,556218.01,0,0,582265.81,1,1,0,0,0
11308,11308,0,0,0,1,0,0,0,1
11308,11308,0,0,302550.56,1,1,0,0,0
350705.74,350705.74,0,0,1184633.07,1,0,0,0,1
350705.74,350705.74,0,894760.68,1794033.65,1,1,0,0,0
2539898.07,2539898.07,0,0,261290.69,1,0,0,0,1
2539898.07,2539898.07,0,968,1842864.22,1,1,0,0,0
361559.69,361559.69,0,0,141302.12,1,0,0,0,1
361559.69,361559.69,0,504667.31,189441.24,1,1,0,0,0
1154353.99,1154353.99,0,0,10872.9,1,0,0,0,1
1154353.99,1154353.99,0,162222,1965587.6,1,1,0,0,0
21922,21922,0,0,0,1,0,0,0,1
21922,21922,0,1929861.61,2046918.8,1,1,0,0,0
994453.2,1437370.87,442917.67,194812.76,665743.67,1,0,0,0,1
1055,1055,0,0,0,1,0,0,0,1
1055,1055,0,75179,0,1,1,0,0,0
244068.01,244068.01,0,0,0,1,0,0,0,1
244068.01,244068.01,0,0,338538.16,1,1,0,0,0
59835,59835,0,0,0,1,0,0,0,1
59835,59835,0,255480.76,315315.76,1,1,0,0,0
277970.88,0,0,0,277970.88,1,1,0,0,0
93810.76,93810.76,0,0,0,1,0,0,0,1
93810.76,93810.76,0,4096048.05,4189858.81,1,1,0,0,0
503405.88,503405.88,0,0,0,1,0,0,0,1
503405.88,503405.88,0,29669,533074.88,1,1,0,0,0
2662734.59,2662734.59,0,0,0,1,0,0,0,1
2662734.59,2662734.59,0,14165.62,2930405.33,1,1,0,0,0
9217.19,9217.19,0,0,96795.6,1,0,0,0,1
9217.19,9217.19,0,0,9217.19,1,1,0,0,0
2100,2100,0,0,0,1,0,0,0,1
2100,2100,0,112512.48,114612.48,1,1,0,0,0
1933920.8,0,0,1283762.85,3217683.65,1,0,0,0,1
313418.28,313418.28,0,0,97980.88,1,0,0,0,1
313418.28,313418.28,0,688164.64,1029922.17,1,1,0,0,0
12461,12461,0,0,0,1,0,0,0,1
12461,12461,0,27964.11,40425.11,1,1,0,0,0
19472,19472,0,0,0,1,0,0,0,1
19472,19472,0,0,19472,1,1,0,0,0
3964129.99,3964129.99,0,0,0,1,0,0,0,1
3964129.99,3964129.99,0,1912955.54,5811064.07,1,1,0,0,0
1041647.06,1041647.06,0,0,0,1,0,0,0,1
1041647.06,1041647.06,0,52730.33,1094377.39,1,1,0,0,0
2066467.64,2066467.64,0,0,81209.81,1,0,0,0,1
2066467.64,2066467.64,0,194510.24,3098566.67,1,1,0,0,0
149668.66,0,0,44170.11,193838.76,1,1,0,0,0
2007,2007,0,0,0,1,0,0,0,1
2007,2007,0,129917.8,250910.76,1,1,0,0,0
222048.71,0,0,2979,225027.71,1,1,0,0,0
8677,8677,0,0,0,1,0,0,0,1
8677,8677,0,225127.62,233804.62,1,1,0,0,0
408,408,0,0,226013.18,1,0,0,0,1
408,408,0,898297.85,1075854.14,1,1,0,0,0
48375.02,48375.02,0,0,0,1,0,0,0,1
48375.02,48375.02,0,374803.26,658520.33,1,1,0,0,0
4022667.54,4022667.54,0,0,0,1,0,0,0,1
4022667.54,4022667.54,0,80136.56,4057191.21,1,1,0,0,0
454859.39,0,0,0,454859.39,1,1,0,0,0
1161495.82,1161495.82,0,0,0,1,0,0,0,1
1161495.82,1161495.82,0,319036.02,1565123.81,1,1,0,0,0
2686564.04,2686564.04,0,0,0,1,0,0,0,1
2686564.04,2686564.04,0,438199.37,3124763.41,1,1,0,0,0
6188514.81,6188514.81,0,0,0,1,0,0,0,1
6188514.81,6188514.81,0,381607.21,6424681.56,1,1,0,0,0
123194.95,79466.45,0,535933.16,263908.84,1,0,0,0,1
2093951.47,2093951.47,0,0,0,1,0,0,0,1
2093951.47,2093951.47,0,0,2093951.47,1,1,0,0,0
143032,143032,0,0,0,1,0,0,0,1
143032,143032,0,814654.61,1020323.73,1,1,0,0,0
2927005.15,2927005.15,0,0,0,1,0,0,0,1
2927005.15,2927005.15,0,0,2994420.07,1,1,0,0,0
1832319.42,1832319.42,0,0,0,1,0,0,0,1
1832319.42,1832319.42,0,43962.42,2440139.69,1,1,0,0,0
1561891.66,1561891.66,0,0,0,1,0,0,0,1
1561891.66,1561891.66,0,3471928.95,6443177.56,1,1,0,0,0
65488.05,65488.05,0,0,0,1,0,0,0,1
65488.05,65488.05,0,0,65488.05,1,1,0,0,0
696763.08,696763.08,0,0,69861.26,1,0,0,0,1
696763.08,696763.08,0,366114.58,1347073.81,1,1,0,0,0
119,119,0,0,0,1,0,0,0,1
119,119,0,4844060.13,4844179.13,1,1,0,0,0
128473.62,128473.62,0,0,0,1,0,0,0,1
128473.62,128473.62,0,0,128473.62,1,1,0,0,0
248056.41,248056.41,0,0,0,1,0,0,0,1
248056.41,248056.41,0,0,201427.47,1,1,0,0,0
164500.81,164500.81,0,0,0,1,0,0,0,1
164500.81,164500.81,0,685636.21,850137.02,1,1,0,0,0
212089.74,212089.74,0,0,0,1,0,0,0,1
212089.74,212089.74,0,257758.48,469848.23,1,1,0,0,0
95428.32,0,0,0,95428.32,1,1,0,0,0
39713.28,0,0,1274866.51,1314579.79,1,1,0,0,0
170,170,0,0,0,1,0,0,0,1
170,170,0,413421.36,345764.15,1,1,0,0,0
747282.4,747282.4,0,0,0,1,0,0,0,1
747282.4,747282.4,0,5340917.82,6088200.22,1,1,0,0,0
59385.67,59385.67,0,0,0,1,0,0,0,1
59385.67,59385.67,0,74371,133756.67,1,1,0,0,0
2198224.71,2198224.71,0,0,0,1,0,0,0,1
2198224.71,2198224.71,0,0,2198224.71,1,1,0,0,0
828720.89,828720.89,0,0,0,1,0,0,0,1
828720.89,828720.89,0,9142622.59,10184336.54,1,1,0,0,0
2701905.3,2701905.3,0,0,0,1,0,0,0,1
2701905.3,2701905.3,0,57418,2759323.3,1,1,0,0,0
31074,31074,0,0,0,1,0,0,0,1
31074,31074,0,0,31074,1,1,0,0,0
121626.82,121626.82,0,0,0,1,0,0,0,1
121626.82,121626.82,0,653744.34,775371.16,1,1,0,0,0
1639676.27,1639676.27,0,0,0,1,0,0,0,1
1639676.27,1639676.27,0,448954.92,2198318.48,1,1,0,0,0
305627,305627,0,0,0,1,0,0,0,1
305627,305627,0,7699847.16,8005474.16,1,1,0,0,0
195351.76,195351.76,0,0,0,1,0,0,0,1
195351.76,195351.76,0,156408.25,265841,1,1,0,0,0
42062.82,340830.43,298767.61,398931.35,678419.64,1,1,0,0,0
295664.18,295664.18,0,0,0,1,0,0,0,1
295664.18,295664.18,0,10184336.54,10480000.72,1,1,0,0,0
307739.18,307739.18,0,0,0,1,0,0,0,1
307739.18,307739.18,0,25326,838246.41,1,1,0,0,0
314251.58,75956.47,0,7962205.25,8276456.84,1,1,0,0,0
1102133.9,1102133.9,0,0,746575.95,1,0,0,0,1
1102133.9,1102133.9,0,306228.56,1408362.45,1,1,0,0,0
1144089.37,1144089.37,0,0,0,1,0,0,0,1
1144089.37,1144089.37,0,2502877.26,3879210.29,1,1,0,0,0
1974352.3,1974352.3,0,0,0,1,0,0,0,1
1974352.3,1974352.3,0,15531.71,1989884.01,1,1,0,0,0
11481,11481,0,0,263492.28,1,0,0,0,1
11481,11481,0,761417.61,1765080.5,1,1,0,0,0
508782.2,0,0,1082007.65,1590789.85,1,1,0,0,0
9131,9131,0,0,0,1,0,0,0,1
9131,9131,0,133084.02,142215.02,1,1,0,0,0
143660.11,143660.11,0,0,0,1,0,0,0,1
143660.11,143660.11,0,0,143660.11,1,1,0,0,0
3477438.49,3477438.49,0,0,0,1,0,0,0,1
3477438.49,3477438.49,0,0,3477438.49,1,1,0,0,0
122101.57,0,0,0,639940.2,1,1,0,0,0
161939.36,161939.36,0,0,0,1,0,0,0,1
161939.36,161939.36,0,628935.02,851972.34,1,1,0,0,0
10000000,11861008.32,1861008.32,0,0,1,0,0,0,1
10000000,10000000,0,504326.62,10342417.9,1,1,0,0,0
1861008.32,1861008.32,0,0,0,1,0,0,0,1
1861008.32,1861008.32,0,0,1789942.62,1,1,0,0,0
16614.82,16614.82,0,0,0,1,0,0,0,1
16614.82,16614.82,0,904409.29,921024.11,1,1,0,0,0
448025.06,448025.06,0,0,0,1,0,0,0,1
448025.06,448025.06,0,71679.93,519704.99,1,1,0,0,0
785323,785323,0,0,0,1,0,0,0,1
785323,785323,0,803839.25,1720783.92,1,1,0,0,0
158299.34,158299.34,0,0,0,1,0,0,0,1
158299.34,158299.34,0,36152.54,271369.74,1,1,0,0,0
23292.3,0,0,392364.62,415656.92,1,1,0,0,0
346704.55,346704.55,0,0,0,1,0,0,0,1
346704.55,346704.55,0,513994.79,860699.34,1,1,0,0,0
461509.86,461509.86,0,0,0,1,0,0,0,1
461509.86,461509.86,0,302583.81,764093.67,1,1,0,0,0
37100.29,37100.29,0,0,0,1,0,0,0,1
37100.29,37100.29,0,433212.41,470312.7,1,1,0,0,0
235512.2,235512.2,0,0,0,1,0,0,0,1
235512.2,235512.2,0,8490637.21,9272647.09,1,1,0,0,0
2068118.36,2068118.36,0,0,0,1,0,0,0,1
2068118.36,2068118.36,0,3054285.45,5122403.81,1,1,0,0,0
74804.24,74804.24,0,0,0,1,0,0,0,1
74804.24,74804.24,0,0,74804.24,1,1,0,0,0
489767.32,489767.32,0,0,0,1,0,0,0,1
489767.32,489767.32,0,0,489767.32,1,1,0,0,0
379878,379878,0,0,0,1,0,0,0,1
379878,379878,0,1301414.19,1681292.19,1,1,0,0,0
89571.46,4505.6,0,1929428.01,2018999.47,1,1,0,0,0
1258956.71,1258956.71,0,0,0,1,0,0,0,1
1258956.71,1258956.71,0,4736010.72,5994967.43,1,1,0,0,0
77773.14,77773.14,0,0,0,1,0,0,0,1
77773.14,77773.14,0,1853403.61,1931176.75,1,1,0,0,0
239646.72,239646.72,0,0,0,1,0,0,0,1
239646.72,239646.72,0,2208970.26,2448616.98,1,1,0,0,0
146127.1,146127.1,0,0,0,1,0,0,0,1
146127.1,146127.1,0,177874.39,324001.49,1,1,0,0,0
291305.98,291305.98,0,0,0,1,0,0,0,1
291305.98,291305.98,0,954554.82,1247963.68,1,1,0,0,0
986876.27,986876.27,0,0,0,1,0,0,0,1
986876.27,986876.27,0,57853.96,1044730.24,1,1,0,0,0
6844.73,6844.73,0,0,0,1,0,0,0,1
6844.73,6844.73,0,264100.7,270945.42,1,1,0,0,0
8383.17,8383.17,0,0,0,1,0,0,0,1
8383.17,8383.17,0,6577262.64,6585645.81,1,1,0,0,0
781953.11,781953.11,0,0,0,1,0,0,0,1
781953.11,781953.11,0,0,781953.11,1,1,0,0,0
217231,217231,0,0,0,1,0,0,0,1
217231,217231,0,7236671.1,7453902.1,1,1,0,0,0
44829.81,44829.81,0,0,0,1,0,0,0,1
44829.81,44829.81,0,301552.31,346382.12,1,1,0,0,0
296333.54,296333.54,0,0,0,1,0,0,0,1
296333.54,296333.54,0,3355664.68,3651998.22,1,1,0,0,0
18126.95,18126.95,0,0,0,1,0,0,0,1
18126.95,18126.95,0,0,18126.95,1,1,0,0,0
249159.26,249159.26,0,0,0,1,0,0,0,1
249159.26,249159.26,0,285997.41,535156.67,1,1,0,0,0
1698263.69,1698263.69,0,0,0,1,0,0,0,1
1698263.69,1698263.69,0,0,1698263.69,1,1,0,0,0
802382.45,802382.45,0,0,0,1,0,0,0,1
802382.45,802382.45,0,0,802382.45,1,1,0,0,0
37065.55,37065.55,0,0,0,1,0,0,0,1
37065.55,37065.55,0,1396327.66,1433393.21,1,1,0,0,0
369186.87,369186.87,0,0,0,1,0,0,0,1
369186.87,369186.87,0,36224.11,405410.97,1,1,0,0,0
78741.64,78741.64,0,0,0,1,0,0,0,1
78741.64,78741.64,0,48628.52,127370.16,1,1,0,0,0
1646181.09,1646181.09,0,0,0,1,0,0,0,1
1646181.09,1646181.09,0,220025.2,1866206.29,1,1,0,0,0
331829.94,331829.94,0,0,0,1,0,0,0,1
331829.94,331829.94,0,792855.99,1124685.94,1,1,0,0,0
1027152.36,1027152.36,0,0,0,1,0,0,0,1
1027152.36,1027152.36,0,519428.56,1546580.92,1,1,0,0,0
494244.61,494244.61,0,0,0,1,0,0,0,1
494244.61,494244.61,0,653451.43,1147696.03,1,1,0,0,0
329937.88,329937.88,0,0,0,1,0,0,0,1
329937.88,329937.88,0,349407.23,679345.1,1,1,0,0,0
496128.26,496128.26,0,0,0,1,0,0,0,1
496128.26,496128.26,0,465770.07,961898.33,1,1,0,0,0
1218165.88,1218165.88,0,0,0,1,0,0,0,1
1218165.88,1218165.88,0,742564.27,1960730.15,1,1,0,0,0
3832058.34,3832058.34,0,0,0,1,0,0,0,1
3832058.34,3832058.34,0,531662.14,4363720.48,1,1,0,0,0
491517.77,491517.77,0,0,0,1,0,0,0,1
491517.77,491517.77,0,518777.34,1010295.11,1,1,0,0,0
340198.41,340198.41,0,0,0,1,0,0,0,1
340198.41,340198.41,0,1614043.79,1954242.21,1,1,0,0,0
268641.82,268641.82,0,0,0,1,0,0,0,1
268641.82,268641.82,0,197163.95,465805.77,1,1,0,0,0
122235.11,122235.11,0,0,0,1,0,0,0,1
122235.11,122235.11,0,0,122235.11,1,1,0,0,0
236947.25,236947.25,0,0,0,1,0,0,0,1
236947.25,236947.25,0,70084.28,307031.53,1,1,0,0,0
19016.22,19016.22,0,0,0,1,0,0,0,1
19016.22,19016.22,0,9347999.52,9367015.74,1,1,0,0,0
109401.88,109401.88,0,0,0,1,0,0,0,1
109401.88,109401.88,0,245588.62,354990.5,1,1,0,0,0
335219.49,335219.49,0,0,0,1,0,0,0,1
335219.49,335219.49,0,111675.56,446895.05,1,1,0,0,0
120406.39,120406.39,0,0,0,1,0,0,0,1
120406.39,120406.39,0,0,120406.39,1,1,0,0,0
21516.38,21516.38,0,0,0,1,0,0,0,1
21516.38,21516.38,0,900122.84,921639.22,1,1,0,0,0
378204.02,378204.02,0,0,0,1,0,0,0,1
378204.02,378204.02,0,0,378204.02,1,1,0,0,0
5021186.54,5021186.54,0,0,0,1,0,0,0,1
5021186.54,5021186.54,0,880859.14,5902045.68,1,1,0,0,0
587031.2,587031.2,0,0,0,1,0,0,0,1
587031.2,587031.2,0,338247.75,925278.94,1,1,0,0,0
81867.07,81867.07,0,0,0,1,0,0,0,1
81867.07,81867.07,0,135117.98,216985.05,1,1,0,0,0
2023920.09,2023920.09,0,0,0,1,0,0,0,1
2023920.09,2023920.09,0,1530400.88,3554320.97,1,1,0,0,0
404165.06,404165.06,0,0,0,1,0,0,0,1
404165.06,404165.06,0,0,404165.06,1,1,0,0,0
1164448.96,1164448.96,0,0,0,1,0,0,0,1
1164448.96,1164448.96,0,1080246.34,2244695.29,1,1,0,0,0
401575.19,401575.19,0,0,0,1,0,0,0,1
401575.19,401575.19,0,0,401575.19,1,1,0,0,0
604933.67,604933.67,0,0,0,1,0,0,0,1
604933.67,604933.67,0,35839.7,640773.38,1,1,0,0,0
3295227.84,3295227.84,0,0,0,1,0,0,0,1
3295227.84,3295227.84,0,0,4002861.53,1,1,0,0,0
214975.9,214975.9,0,0,0,1,0,0,0,1
214975.9,214975.9,0,152331.28,374513.69,1,1,0,0,0
10000000,19887819.06,9887819.06,0,0,1,0,0,0,1
10000000,10000000,0,0,10000000,1,1,0,0,0
9887819.06,9887819.06,0,0,0,1,0,0,0,1
9887819.06,9887819.06,0,801913.95,10165200.11,1,1,0,0,0
1448630.38,1448630.38,0,0,0,1,0,0,0,1
1448630.38,1448630.38,0,1294571.45,2743201.82,1,1,0,0,0
6648389.9,6648389.9,0,0,0,1,0,0,0,1
6648389.9,6648389.9,0,2609209.55,9257599.45,1,1,0,0,0
51424.22,51424.22,0,0,0,1,0,0,0,1
51424.22,51424.22,0,87252.78,138677,1,1,0,0,0
428239.03,428239.03,0,0,0,1,0,0,0,1
428239.03,428239.03,0,293130.02,1456009.92,1,1,0,0,0
52557.21,52557.21,0,0,0,1,0,0,0,1
52557.21,52557.21,0,0,52557.21,1,1,0,0,0
1462355.44,1462355.44,0,0,0,1,0,0,0,1
1462355.44,1462355.44,0,1544724.84,3007080.29,1,1,0,0,0
27951.26,27951.26,0,0,0,1,0,0,0,1
27951.26,27951.26,0,10439,698752.71,1,1,0,0,0
989311.12,989311.12,0,0,0,1,0,0,0,1
989311.12,989311.12,0,1009370.24,1998681.36,1,1,0,0,0
865948.49,865948.49,0,0,0,1,0,0,0,1
865948.49,865948.49,0,0,865948.49,1,1,0,0,0
30917.39,30917.39,0,0,0,1,0,0,0,1
30917.39,30917.39,0,339926.42,370843.82,1,1,0,0,0
40458,40458,0,0,0,1,0,0,0,1
40458,40458,0,561393.36,331179.02,1,1,0,0,0
1016540.35,1016540.35,0,0,0,1,0,0,0,1
1016540.35,1016540.35,0,4463851.64,5700161.74,1,1,0,0,0
71693.42,71693.42,0,0,0,1,0,0,0,1
71693.42,71693.42,0,0,71693.42,1,1,0,0,0
472692.51,472692.51,0,0,0,1,0,0,0,1
472692.51,472692.51,0,193065.83,665758.34,1,1,0,0,0
122032.62,122032.62,0,0,0,1,0,0,0,1
122032.62,122032.62,0,0,122032.62,1,1,0,0,0
3606943.31,3606943.31,0,0,0,1,0,0,0,1
3606943.31,3606943.31,0,0,3606943.31,1,1,0,0,0
112280.88,0,0,40512.49,152793.36,1,1,0,0,0
171788.82,171788.82,0,0,0,1,0,0,0,1
171788.82,171788.82,0,19962,0,1,1,0,0,0
9465988.82,9465988.82,0,0,0,1,0,0,0,1
9465988.82,9465988.82,0,0,9465988.82,1,1,0,0,0
454511.73,454511.73,0,0,0,1,0,0,0,1
454511.73,454511.73,0,140892.24,595403.98,1,1,0,0,0
136983.26,136983.26,0,0,0,1,0,0,0,1
136983.26,136983.26,0,0,136983.26,1,1,0,0,0
326884.31,326884.31,0,0,0,1,0,0,0,1
326884.31,326884.31,0,337428.2,664312.51,1,1,0,0,0
2352524.18,2352524.18,0,0,0,1,0,0,0,1
2352524.18,2352524.18,0,1227902.12,3580426.31,1,1,0,0,0
113338.99,113338.99,0,0,0,1,0,0,0,1
113338.99,113338.99,0,3290608.15,3403947.14,1,1,0,0,0
886592.76,886592.76,0,0,0,1,0,0,0,1
886592.76,886592.76,0,112531.06,999123.82,1,1,0,0,0
819503.92,819503.92,0,0,0,1,0,0,0,1
819503.92,819503.92,0,255585.23,1470226.48,1,1,0,0,0
636,636,0,0,0,1,0,0,0,1
636,636,0,0,636,1,1,0,0,0
32382.96,32382.96,0,0,0,1,0,0,0,1
32382.96,32382.96,0,0,32382.96,1,1,0,0,0
103056,103056,0,0,0,1,0,0,0,1
103056,103056,0,444182.13,547238.13,1,1,0,0,0
234377.29,0,0,34937.86,269315.15,1,1,0,0,0
1684039.12,1684039.12,0,0,0,1,0,0,0,1
1684039.12,1684039.12,0,32961658.25,34645697.37,1,1,0,0,0
1842,1842,0,0,0,1,0,0,0,1
1842,1842,0,0,1842,1,1,0,0,0
180967.56,180967.56,0,0,0,1,0,0,0,1
180967.56,180967.56,0,95280.53,276248.1,1,1,0,0,0
93083.27,93083.27,0,0,0,1,0,0,0,1
93083.27,93083.27,0,2466124.85,2559208.13,1,1,0,0,0
5979556.06,5979556.06,0,0,0,1,0,0,0,1
5979556.06,5979556.06,0,0,5979556.06,1,1,0,0,0
128133,128133,0,0,0,1,0,0,0,1
128133,128133,0,160395.62,288528.62,1,1,0,0,0
503793.25,503793.25,0,0,95709.62,1,0,0,0,1
503793.25,503793.25,0,10096055.39,10599848.64,1,1,0,0,0
112486.46,0,0,257274.47,369760.93,1,1,0,0,0
448004.86,448004.86,0,0,0,1,0,0,0,1
448004.86,448004.86,0,147828.66,595833.52,1,1,0,0,0
90204.54,90204.54,0,0,0,1,0,0,0,1
90204.54,90204.54,0,0,90204.54,1,1,0,0,0
577418.98,0,0,0,577418.98,1,1,0,0,0
21367,21367,0,0,0,1,0,0,0,1
